n_g,n_s,n_b,promoted,KS_gold,KS_silver,KS_bronze,KS_max,KS_mean
2,1,9,3673,0.5808921725865925,0.40523136488430056,0.566036611668153,0.5808921725865925,0.517386716379682
2,1,10,3673,0.5808921725865925,0.40523136488430056,0.566036611668153,0.5808921725865925,0.517386716379682
2,1,11,3673,0.5808921725865925,0.40523136488430056,0.566036611668153,0.5808921725865925,0.517386716379682
2,1,12,3673,0.5808921725865925,0.40523136488430056,0.566036611668153,0.5808921725865925,0.517386716379682
2,1,13,3673,0.5808921725865925,0.40523136488430056,0.566036611668153,0.5808921725865925,0.517386716379682
2,1,14,3673,0.5808921725865925,0.40523136488430056,0.566036611668153,0.5808921725865925,0.517386716379682
2,1,15,3673,0.5808921725865925,0.40523136488430056,0.566036611668153,0.5808921725865925,0.517386716379682
2,2,1,4633,0.5855059681131742,0.5655695909192062,0.4039391934478498,0.5855059681131742,0.5183382508267435
2,2,2,383,0.3017469885145518,0.21620398697786525,0.19031365845076453,0.3017469885145518,0.23608821131439384
2,2,3,238,0.11575354649910052,0.22347642097984094,0.2393705245962428,0.2393705245962428,0.19286683069172808
2,2,4,223,0.10501382460137276,0.2686963026544839,0.27865529680108886,0.27865529680108886,0.21745514135231517
2,2,5,222,0.1042462408741478,0.2719282341375365,0.2814630372769908,0.2814630372769908,0.21921250409622503
2,2,6,222,0.1042462408741478,0.2719282341375365,0.2814630372769908,0.2814630372769908,0.21921250409622503
2,2,7,222,0.1042462408741478,0.2719282341375365,0.2814630372769908,0.2814630372769908,0.21921250409622503
2,2,8,222,0.1042462408741478,0.2719282341375365,0.2814630372769908,0.2814630372769908,0.21921250409622503
2,2,9,222,0.1042462408741478,0.2719282341375365,0.2814630372769908,0.2814630372769908,0.21921250409622503
2,2,10,222,0.1042462408741478,0.2719282341375365,0.2814630372769908,0.2814630372769908,0.21921250409622503
2,2,11,222,0.1042462408741478,0.2719282341375365,0.2814630372769908,0.2814630372769908,0.21921250409622503
