n_g,n_s,n_b,promoted,TP,precision_LB,recall,F1
2,9,4,117,48,0.41025641025641024,0.6075949367088608,0.4897959183673469
2,9,5,115,47,0.40869565217391307,0.5949367088607594,0.48453608247422686
2,9,6,114,47,0.41228070175438597,0.5949367088607594,0.48704663212435234
2,9,7,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,9,8,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,9,9,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,9,10,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,9,11,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,9,12,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,9,13,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,9,14,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,9,15,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,10,1,4543,64,0.01408760730794629,0.810126582278481,0.02769363911726525
2,10,2,284,55,0.1936619718309859,0.6962025316455697,0.30303030303030304
2,10,3,134,50,0.373134328358209,0.6329113924050633,0.46948356807511743
2,10,4,117,48,0.41025641025641024,0.6075949367088608,0.4897959183673469
2,10,5,115,47,0.40869565217391307,0.5949367088607594,0.48453608247422686
2,10,6,114,47,0.41228070175438597,0.5949367088607594,0.48704663212435234
2,10,7,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,10,8,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,10,9,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,10,10,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,10,11,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,10,12,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,10,13,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,10,14,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,10,15,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,11,1,4543,64,0.01408760730794629,0.810126582278481,0.02769363911726525
2,11,2,284,55,0.1936619718309859,0.6962025316455697,0.30303030303030304
2,11,3,134,50,0.373134328358209,0.6329113924050633,0.46948356807511743
2,11,4,117,48,0.41025641025641024,0.6075949367088608,0.4897959183673469
2,11,5,115,47,0.40869565217391307,0.5949367088607594,0.48453608247422686
2,11,6,114,47,0.41228070175438597,0.5949367088607594,0.48704663212435234
2,11,7,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,11,8,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,11,9,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,11,10,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,11,11,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,11,12,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,11,13,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,11,14,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,11,15,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,12,1,4543,64,0.01408760730794629,0.810126582278481,0.02769363911726525
2,12,2,284,55,0.1936619718309859,0.6962025316455697,0.30303030303030304
2,12,3,134,50,0.373134328358209,0.6329113924050633,0.46948356807511743
2,12,4,117,48,0.41025641025641024,0.6075949367088608,0.4897959183673469
2,12,5,115,47,0.40869565217391307,0.5949367088607594,0.48453608247422686
2,12,6,114,47,0.41228070175438597,0.5949367088607594,0.48704663212435234
2,12,7,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,12,8,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,12,9,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,12,10,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,12,11,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,12,12,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,12,13,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,12,14,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,12,15,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
3,1,1,7800,69,0.008846153846153846,0.8734177215189873,0.017514913060033
3,1,2,3769,63,0.01671530910055718,0.7974683544303798,0.032744282744282746
3,1,3,3644,62,0.017014270032930844,0.7848101265822784,0.033306473274241195
3,1,4,3632,62,0.017070484581497798,0.7848101265822784,0.033414174077068176
3,1,5,3631,62,0.01707518589920132,0.7848101265822784,0.03342318059299191
3,1,6,3631,62,0.01707518589920132,0.7848101265822784,0.03342318059299191
3,1,7,3631,62,0.01707518589920132,0.7848101265822784,0.03342318059299191
3,1,8,3631,62,0.01707518589920132,0.7848101265822784,0.03342318059299191
3,1,9,3631,62,0.01707518589920132,0.7848101265822784,0.03342318059299191
3,1,10,3631,62,0.01707518589920132,0.7848101265822784,0.03342318059299191
3,1,11,3631,62,0.01707518589920132,0.7848101265822784,0.03342318059299191
3,1,12,3631,62,0.01707518589920132,0.7848101265822784,0.03342318059299191
3,1,13,3631,62,0.01707518589920132,0.7848101265822784,0.03342318059299191
